### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     1110004E09Rik     0.0002     0.3656     0.188     0.026
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Lypla1     3.6833e-8     0.3645     0.312     0.035
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Mrpl58     0.0019     0.364     0.312     0.073
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Ruvbl1     0     0.3624     0.188     0.022
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Copz1     0.0018     0.362     0.25     0.055
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Mmadhc     3.5878e-7     0.3616     0.375     0.062
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Mrps33     0.0035     0.3584     0.312     0.087
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Id2     0     0.358     0.5     0.134
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Acot13     0     0.3548     0.375     0.083
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Selenof     0.0011     0.3547     0.688     0.298
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Gtf3c6     0.0035     0.3538     0.25     0.058
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     Rpl22l1     0.0042     0.3526     0.438     0.19
     Adult-Brain_12     Ttr-high ependymal cell (Adult-Brain)     1190005I06Rik     0.0056     0.3518     0.25     0.053
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     S100a9     0.0045     2.8156     0.25     0.027
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     S100a8     0.0001     2.5901     0.438     0.053
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Il33     2.1828e-7     1.7023     0.688     0.196
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hba-a1     4.1382e-7     1.6394     0.812     0.171
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Olfml1     0     1.5265     0.375     0.04
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hbb-bs     2.9791e-11     1.5111     1     0.222
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hebp1     0.0004     1.4435     0.375     0.063
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     C030029H02Rik     0.0002     1.4272     0.375     0.091
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hbb-bt     0     1.3969     0.625     0.107
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hba-a2     0.0003     1.3251     0.625     0.156
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Opalin     0.0000016472     1.2635     0.688     0.387
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     mt-Co1     8.3362e-16     1.2412     1     0.809
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pcolce2     0.0013     1.2229     0.312     0.072
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Fen1     0.0002     1.2177     0.188     0.011
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Snx15     0.0026     1.2019     0.312     0.082
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cald1     0.0002     1.174     0.188     0.02
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cox20     0.0005     1.1428     0.375     0.089
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     mt-Nd3     0.0000052584     1.1202     0.75     0.396
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Prmt5     0.0012     1.0866     0.188     0.026
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Fcor     0.0097     1.0832     0.25     0.077
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Psmb4     0     1.0743     0.562     0.166
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Swi5     0.0021     1.0668     0.625     0.271
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Gstp1     0.0002     1.0666     0.562     0.294
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Slu7     0.0012     1.0621     0.25     0.133
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Aspa     0.0000037962     1.0583     0.688     0.328
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Exosc4     0.0081     1.0544     0.188     0.038
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Qdpr     0.0000028464     1.0505     0.875     0.725
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Evi2a     0.0013     1.0472     0.688     0.376
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rnaseh2c     0.0037     1.0403     0.312     0.076
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rilpl2     0.0036     1.0337     0.188     0.022
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Sept4     4.1828e-7     1.0303     0.875     0.698
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rnf13     0     1.0268     0.75     0.487
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cd9     0.0018     1.0134     0.75     0.363
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rasal1     0.0048     1.0099     0.188     0.029
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Hmgn2     0     1.0071     0.438     0.114
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Gpx4     0.008     0.9916     0.562     0.273
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Arsg     0.0059     0.9897     0.375     0.205
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Gtf3c2     0.0085     0.9886     0.25     0.047
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Grhpr     0.0002     0.9612     0.312     0.113
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Gm12326     0.0022     0.9607     0.188     0.027
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Trmt112     0.0055     0.9397     0.375     0.118
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cd63     0.0054     0.919     0.625     0.276
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ndufa10     0     0.9126     0.375     0.116
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Csrp1     0.0009     0.906     0.812     0.515
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Copz1     0.0059     0.9032     0.188     0.055
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ndufb9     0.0007     0.8755     0.625     0.331
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Taldo1     0.001     0.8688     0.688     0.455
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rnf7     0.0031     0.8539     0.625     0.409
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Atp6v1f     0.0003     0.8518     0.625     0.259
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     2700097O09Rik     0.0098     0.8444     0.188     0.032
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Polr2g     0.0068     0.8416     0.25     0.108
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rpl17     0.0011     0.8386     0.438     0.235
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Srp68     0.0035     0.8342     0.188     0.038
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Sec62     0.0008     0.8228     0.75     0.389
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Nol7     0.0099     0.8226     0.25     0.097
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pllp     0.0013     0.8209     0.812     0.5
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Wipi1     0.0095     0.8175     0.25     0.096
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Atp1b3     0.0049     0.8059     0.562     0.447
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Acadl     0.0028     0.8025     0.25     0.079
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ppp1r14a     0.0036     0.7958     0.875     0.553
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Atp5j     0.0066     0.7827     0.688     0.356
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pa2g4     0.0005     0.7792     0.188     0.056
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Psma2     0.0026     0.7746     0.375     0.171
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ndufb8     0.0007     0.7704     0.5     0.216
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Srd5a1     0.0059     0.7692     0.188     0.049
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Psmc2     0.0023     0.7692     0.312     0.113
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Psap     0.0007     0.7675     0.812     0.41
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Timm10b     0.005     0.7584     0.25     0.091
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Sec11c     0.0014     0.7547     0.75     0.564
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Abcb8     0.0067     0.7469     0.188     0.053
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Psmb1     0.0032     0.7381     0.5     0.245
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ubb     0.0003     0.7323     0.938     0.697
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     G3bp2     0.0018     0.7289     0.25     0.109
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pole4     0.0073     0.7261     0.188     0.05
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Prkcz     0.0051     0.717     0.25     0.091
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     AI413582     0.0096     0.6973     0.312     0.126
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Efhd1     0.0005     0.6733     0.438     0.198
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Tbc1d7     0.0085     0.6644     0.188     0.054
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pick1     0.0015     0.6515     0.188     0.05
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Gde1     0.0029     0.648     0.5     0.258
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ralbp1     0.0057     0.642     0.188     0.07
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cfl1     0.0053     0.6402     0.875     0.643
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Smarcb1     0.0062     0.6148     0.188     0.071
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Pdlim2     0.007     0.5975     0.688     0.38
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Atp6v1c1     0.0027     0.5885     0.25     0.1
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Snrpn     0.0005     0.5812     0.375     0.164
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ift20     0.0026     0.5469     0.25     0.114
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Vdac2     0.003     0.5157     0.375     0.208
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Jam3     0.0049     0.4835     0.438     0.237
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Eif1ax     0.0038     0.476     0.188     0.084
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Ftl1     0.0001     0.4615     0.75     0.344
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Cnpy2     0.0083     0.4568     0.188     0.097
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Prosc     0.0027     0.4263     0.25     0.13
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Rpl6     0.0078     0.3936     0.375     0.253
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Commd6     0.0018     0.3914     0.188     0.11
     Adult-Brain_13     Granulocyte_Hba-a1 high (Adult-Brain)     Stub1     0.0026     0.3633     0.188     0.123
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Pltp     9.6323e-21     3.5043     1     0.029
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Tmem212     2.8004e-25     3.4635     1     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Ccdc153     4.8287e-26     3.4066     1     0.004
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Rarres2     4.065e-21     3.362     1     0.014
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Dynlrb2     6.5487e-18     3.0761     0.889     0.006
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Nnat     2.2254e-13     2.9802     0.889     0.079
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Cd24a     1.7458e-11     2.8027     0.778     0.015
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Cfap126     7.7827e-17     2.7838     0.889     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Meig1     3.7634e-17     2.6827     0.778     0.001
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     1110017D15Rik     2.5284e-20     2.6578     0.889     0.001
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Riiad1     1.1522e-16     2.6571     0.889     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Odf3b     4.2332e-14     2.651     0.667     0.002
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Fam183b     3.8975e-19     2.6355     0.889     0.002
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Tubb4b     2.0849e-14     2.5588     1     0.142
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     1500015O10Rik     3.9034e-9     2.5412     0.778     0.025
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Chchd10     2.0998e-12     2.5252     1     0.112
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Rsph1     3.0416e-14     2.5136     0.778     0.004
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Tmem107     4.3829e-14     2.5094     0.889     0.012
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     4933434E20Rik     6.2626e-13     2.4739     1     0.058
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Crip1     7.5114e-11     2.469     0.889     0.029
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Mia     1.0018e-12     2.4424     0.667     0.003
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Tm4sf1     5.9394e-16     2.4268     0.778     0.002
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Calml4     2.0127e-13     2.3784     0.778     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Hspb1     0.0000070699     2.3106     0.444     0.007
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Mlf1     2.8563e-11     2.2958     0.667     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Crygn     6.2963e-17     2.2612     0.667     0.001
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Col8a2     1.3066e-11     2.2218     0.667     0.004
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Ifitm3     1.007e-14     2.2183     1     0.025
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Drc3     9.8127e-12     2.2005     0.667     0.003
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Pifo     6.4528e-14     2.176     0.556     0
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Sox9     1.3059e-11     2.1726     0.889     0.024
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Foxj1     5.3964e-10     2.1664     0.778     0.02
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Gm45396     2.3633e-13     2.1606     0.778     0.006
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Mt2     2.1792e-7     2.1529     0.889     0.233
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Vim     1.3244e-7     2.1384     0.667     0.028
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Nme9     3.696e-17     2.0898     0.778     0.001
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     1700007K13Rik     1.952e-14     2.0719     0.778     0.005
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Lrrc51     7.0374e-11     2.0607     0.667     0.006
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Pamr1     0.0000026746     2.0147     0.444     0.008
     Adult-Brain_14     Ciliated ependymal cell (Adult-Brain)     Mapk15     6.72e-9     1.9978     0.444     0.001
